manufacturer,model,aircraft_type,description,engine_count,engine_type,aircraft_category,engine_manufacturer,engine_model,body_type,max_seats,engine_source,max_seats_source,contributor,
Boeing,737-9KVER,B739,L2J,2,Jet,LandPlane,CFM International,CFM56-7B24;CFM56-7B24/3;CFM56-7B24/3B1;CFM56-7B24E;CFM56-7B24E/B1;CFM56-7B26;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26E;CFM56-7B26E/F;CFM56-7B27;CFM56-7B27/3;CFM56-7B27/3F;CFM56-7B27E;CFM56-7B27E/F;CFM56-7B27/B1;CFM56-7B27/3B1;CFM56-7B27/3B1F;CFM56-7B27E/B1;CFM56-7B27E/B1F;CFM56-7B27/B3;CFM56-7B27/3B3;CFM56-7B27E/B3,Narrow,220,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/e038ae3ed2dbc2ae86257479004d1e57/$FILE/A16WE.pdf,https://en.wikipedia.org/wiki/Boeing_737,Bhavye,
Boeing,737-9LBER,B739,L2J,2,Jet,LandPlane,CFM International,CFM56-7B24;CFM56-7B24/3;CFM56-7B24/3B1;CFM56-7B24E;CFM56-7B24E/B1;CFM56-7B26;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26E;CFM56-7B26E/F;CFM56-7B27;CFM56-7B27/3;CFM56-7B27/3F;CFM56-7B27E;CFM56-7B27E/F;CFM56-7B27/B1;CFM56-7B27/3B1;CFM56-7B27/3B1F;CFM56-7B27E/B1;CFM56-7B27E/B1F;CFM56-7B27/B3;CFM56-7B27/3B3;CFM56-7B27E/B3,Narrow,220,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/e038ae3ed2dbc2ae86257479004d1e57/$FILE/A16WE.pdf,https://en.wikipedia.org/wiki/Boeing_737,Bhavye,
Boeing,737-9LF,B739,L2J,2,Jet,LandPlane,CFM International,CFM56-7B24;CFM56-7B24/3;CFM56-7B24/3B1;CFM56-7B24E;CFM56-7B24E/B1;CFM56-7B26;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26E;CFM56-7B26E/F;CFM56-7B27;CFM56-7B27/3;CFM56-7B27/3F;CFM56-7B27E;CFM56-7B27E/F;CFM56-7B27/B1;CFM56-7B27/3B1;CFM56-7B27/3B1F;CFM56-7B27E/B1;CFM56-7B27E/B1F;CFM56-7B27/B3;CFM56-7B27/3B3;CFM56-7B27E/B3,Narrow,215,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/e038ae3ed2dbc2ae86257479004d1e57/$FILE/A16WE.pdf,https://en.wikipedia.org/wiki/Boeing_737,Bhavye,
Boeing,737-9LFER,B739,L2J,2,Jet,LandPlane,CFM International,CFM56-7B24;CFM56-7B24/3;CFM56-7B24/3B1;CFM56-7B24E;CFM56-7B24E/B1;CFM56-7B26;CFM56-7B26/3;CFM56-7B26/3F;CFM56-7B26E;CFM56-7B26E/F;CFM56-7B27;CFM56-7B27/3;CFM56-7B27/3F;CFM56-7B27E;CFM56-7B27E/F;CFM56-7B27/B1;CFM56-7B27/3B1;CFM56-7B27/3B1F;CFM56-7B27E/B1;CFM56-7B27E/B1F;CFM56-7B27/B3;CFM56-7B27/3B3;CFM56-7B27E/B3,Narrow,220,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/e038ae3ed2dbc2ae86257479004d1e57/$FILE/A16WE.pdf,https://en.wikipedia.org/wiki/Boeing_737,Bhavye,
Boeing,747-121,B741,L4J,4,Jet,LandPlane,Pratt & Whitney,JT9D-3;JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J,Wide,440,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-123,B741,L4J,4,Jet,LandPlane,Pratt & Whitney,JT9D-3;JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J,Wide,440,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-128,B741,L4J,4,Jet,LandPlane,Pratt & Whitney,JT9D-3;JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J,Wide,440,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-131,B741,L4J,4,Jet,LandPlane,Pratt & Whitney,JT9D-3;JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J,Wide,440,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-131F,B741,L4J,4,Jet,LandPlane,Pratt & Whitney,JT9D-3;JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J,Freighter,440,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-212F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-21AC,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D70A;JT9D-7Q;JT9D-7Q3;JT9D-7R5G2;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2;RB211-524D4,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-221F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-222B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-228F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-236B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-44,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-238B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-45,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-245F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-246F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-251B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-48,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-251F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-267B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-50,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-270C,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D70A;JT9D-7Q;JT9D-7Q3;JT9D-7R5G2;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2;RB211-524D4,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-271C,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D70A;JT9D-7Q;JT9D-7Q3;JT9D-7R5G2;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2;RB211-524D4,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-273C,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D70A;JT9D-7Q;JT9D-7Q3;JT9D-7R5G2;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2;RB211-524D4,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-281B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-54,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-281F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-283B,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-56,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-2J6F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-2J9F,B742,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-3A;JT9D-7;JT9D-7A;JT9D-7F;JT9D-7J;JT9D-70A;JT9D-7Q;JT9D-7Q3;JT9D-7R4G2;CF6-50E;CF6-50E1;CF6-50E2;CF6-80C2B1;RB211-524B2-19;RB211-524C2-19;RB211;524D4-19;RB211-524D4-42;CF6-50E;CF6-50E1;CF6-50E2;RB211-524B2-19;RB211-524C2-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-329F,B743,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4G2;CF6-50E2;CF680C2B1;RB211-524B2-19;RB211-524C2-19;RB211-524D4-19;RB211-524D4-39,Freighter,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-346,B743,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4G2;CF6-50E2;CF680C2B1;RB211-524B2-19;RB211-524C2-19;RB211-524D4-19;RB211-524D4-39,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-346SR,B743,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4G2;CF6-50E2;CF680C2B1;RB211-524B2-19;RB211-524C2-19;RB211-524D4-19;RB211-524D4-39,Wide,584,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-3B3,B743,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,JT9D-7R4G2;CF6-50E2;CF680C2B1;RB211-524B2-19;RB211-524C2-19;RB211-524D4-19;RB211-524D4-39,Wide,550,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-406,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-406FER,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-409,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-409F,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-40BFER,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-412,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-412F,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-419,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-41BF,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-41R,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-422,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-428,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-428F,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-428FER,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Freighter,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-430,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-433,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-436,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-437,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
Boeing,747-438,B744,L4J,4,Jet,LandPlane,Pratt & Whitney;General Electric;Rolls Royce,PW4000;CF6-80C2B1F;CF6-80C2B5F;RB211-524G2-19;RB211-524G3-19;RB211-524H2-19;RB211-524G2-T-19;RB211-524G3-T-19;RB211-524H2-T-19,Wide,660,https://www.biobor.com/wp-content/uploads/2021/02/2014-Boeing-Type-Certificate-BIOBOR.pdf,https://en.wikipedia.org/wiki/Boeing_747,Bhavye,
